match_id,is_dls
1254086,0
1254104,0
1254087,0
1254111,0
1254105,0
1254096,0
1254113,0
1254097,0
1254107,0
1254098,0
1254108,0
1254100,0
1254092,0
1254099,0
1254103,0
1254091,0
1254102,0
1254089,0
1254112,0
1254090,0
1254109,0
1254110,0
1254093,0
1254095,0
1254094,0
1254106,0
1254088,0
1254101,0
1254114,0
1254115,0
1254116,0
1254117,0
1304047,0
1304048,0
1304049,0
1304050,0
1304051,0
1304052,0
1304053,0
1304054,0
1304055,0
1304056,0
1304057,0
1304058,0
1304059,0
1304060,0
1304061,0
1304062,0
1304063,0
1304064,0
1304065,0
1304066,0
1304067,0
1304068,0
1304069,0
1304070,0
1304071,0
1304072,0
1304073,0
1304074,0
1304075,0
1304076,0
1304077,0
1304078,0
1304079,0
1304080,0
1304081,0
1304082,0
1304083,0
1304084,0
1304085,0
1304086,0
1304087,0
1304088,0
1304089,0
1304090,0
1304091,0
1304092,0
1304093,0
1304094,0
1304095,0
1304096,0
1304097,0
1304098,0
1304099,0
1304100,0
1304101,0
1304102,0
1304103,0
1304104,0
1304105,0
1304106,0
1304107,0
1304108,0
1304109,0
1304110,0
1304111,0
1304112,0
1304113,0
1304114,0
1304115,0
1304116,0
1312197,0
1312198,0
1312199,0
1312200,0
1359475,0
1359476,1
1359477,0
1359478,0
1359479,0
1359480,0
1359481,0
1359482,0
1359483,0
1359484,0
1359485,0
1359486,0
1359487,0
1359488,0
1359489,0
1359490,0
1359491,0
1359492,0
1359493,0
1359494,0
1359495,0
1359496,0
1359497,0
1359498,0
1359499,0
1359500,0
1359501,0
1359502,0
1359503,0
1359504,0
1359505,0
1359506,0
1359507,0
1359508,0
1359509,0
1359510,0
1359511,0
1359512,0
1359513,0
1359514,0
1359515,0
1359516,0
1359517,0
1359518,0
1359519,0
1359520,0
1359521,0
1359522,0
1359523,0
1359524,0
1359525,0
1359526,0
1359527,0
1359528,0
1359529,0
1359530,0
1359531,0
1359532,0
1359533,0
1359534,0
1359535,0
1359536,0
1359537,0
1359538,0
1359539,0
1359540,0
1359541,0
1359542,0
1359543,0
1359544,0
1370350,0
1370351,0
1370352,0
1370353,1
1422119,0
1422120,0
1422121,0
1422122,0
1422123,0
1422124,0
1422125,0
1422126,0
1422127,0
1422128,0
1422129,0
1422130,0
1422131,0
1422132,0
1422133,0
1422134,0
1422135,0
1422136,0
1422137,0
1422138,0
1422139,0
1426260,0
1426261,0
1426262,0
1426263,0
1426264,0
1426265,0
1426266,0
1426267,0
1426268,0
1426269,0
1426270,0
1426271,0
1426272,0
1426273,0
1426274,0
1426275,0
1426276,0
1426277,0
1426278,0
1426279,0
1426280,0
1426281,0
1426282,0
1426283,0
1426284,0
1426285,0
1426286,0
1426287,0
1426288,0
1426289,0
1426290,0
1426291,0
1426292,0
1426293,0
1426294,0
1426295,0
1426296,0
1426297,0
1426298,0
1426299,0
1426300,0
1426302,0
1426303,0
1426305,0
1426306,0
1426307,0
1426309,0
1426310,0
1426311,0
1426312,0
